RNUM,NATION_NM,ISIN,KOR_SECN_NM,SUM_FRSEC_BUY_AMT,SUM_FRSEC_SELL_AMT,SUM_FRSEC_TOT_AMT,SUM_FRSEC_NET_BUY_AMT,month
29,미국,US74347R2067,PROSHARES ULTRA QQQ ETF,111534143,69048115,180582258,42486029,2021-11
30,미국,US25490K3234,DIREXION DAILY SP BIOTECH BULL 3X SHS ETF,108734954,76084383,184819336,32650571,2021-11
31,미국,US78462F1030,SPDR SP 500 ETF TRUST,105077113,94326529,199403642,10750585,2021-11
32,미국,US25460G6908,DIREXION DAILY SEMICONDUCTORS BEAR 3X SHS ETF SPLR 007451727 US25460E1828,102330686,85413133,187743819,16917553,2021-11
33,미국,US7170811035,PFIZER INC,101580078,90605554,192185631,10974524,2021-11
34,홍콩,HK0000562642,GLOBAL X CHINA ELECTRIC VEHICLE AND BATTERY ETF (USD),99593056,53052772,152645827,46540284,2021-11
35,미국,US72919P2020,PLUG POWER INC,99536814,87370884,186907697,12165930,2021-11
36,미국,US6541101050,NIKOLA CORP EXOF 007323093 US92243N2027,99044611,93502045,192546656,5542566,2021-11
37,미국,US01609W1027,ALIBABA GROUP HOLDING LTD ADR,93558096,77409646,170967742,16148450,2021-11
38,미국,US0636798722,BMO MICROSECTORS FANG+ INDEX 3X LEVERAGED ETN,89278986,93642815,182921801,-4363829,2021-11
39,미국,US0970231058,BOEING CO,87505070,91872664,179377734,-4367594,2021-11
40,미국,US60770K1079,MODERNA INC,84146514,97755518,181902032,-13609004,2021-11
41,미국,US00165C1045,AMC ENTERTAINMENT HOLDINGS INC,83295097,102863459,186158557,-19568362,2021-11
42,미국,US19260Q1076,COINBASE GLOBAL INC,78793867,73652835,152446701,5141032,2021-11
43,미국,US4642875235,ISHARES SEMICONDUCTOR ETF,76369906,73677835,150047741,2692071,2021-11
44,미국,US25400Q1058,DIGITAL WORLD ACQUISITION CORP,71094491,73590374,144684865,-2495883,2021-11
45,미국,US0636796171,BMO MICROSECTORS FANG INNOVATION 3X LEVERAGED ETN,70924023,98674593,169598615,-27750570,2021-11
46,미국,US74347Y8396,PROSHARES ULTRA VIX SHORT TERM FUTURES ETF,70802500,70791038,141593538,11462,2021-11
47,미국,US5657881067,MARATHON DIGITAL HOLDINGS INC,68751671,68738604,137490276,13067,2021-11
48,미국,US67577C1053,OCUGEN INC,67699905,70012777,137712682,-2312873,2021-11
49,미국,US91680M1071,UPSTART HOLDINGS INC,67139381,48264641,115404022,18874740,2021-11
50,미국,US25460E5050,DIREXION DAILY CSI CHINA INTERNET INDEX BULL 2X SHS ETF,66457121,51415730,117872851,15041390,2021-11
1,미국,US88160R1014,TESLA INC,2767124039,1710200040,4477324079,1056923999,2021-12
2,미국,US74347X8314,PROSHARES ULTRAPRO QQQ ETF,1076641581,802826727,1879468308,273814855,2021-12
3,미국,US67066G1040,NVIDIA CORP,1071803076,701840350,1773643425,369962726,2021-12
4,미국,US0378331005,APPLE INC,726021781,517236831,1243258612,208784950,2021-12
5,미국,US5494981039,LUCID GROUP INC,700693968,635469087,1336163055,65224881,2021-12
6,미국,US25459W4583,DIREXION DAILY SEMICONDUCTORS BULL 3X SHS ETF,684290882,633999435,1318290318,50291447,2021-12
7,미국,US5949181045,MICROSOFT CORP,430081257,262789690,692870948,167291567,2021-12
8,미국,US6700024010,NOVAVAX INC SPLR 006427946 US6700021040,331022751,256323269,587346020,74699481,2021-12
9,미국,US0636798722,BMO MICROSECTORS FANG+ INDEX 3X LEVERAGED ETN,289582446,181348282,470930728,108234164,2021-12
10,미국,US7710491033,ROBLOX CORP CL A,255634862,205769960,461404822,49864902,2021-12
11,미국,US0636796171,BMO MICROSECTORS FANG INNOVATION 3X LEVERAGED ETN,255417984,146912316,402330300,108505669,2021-12
12,미국,US46222L1089,IONQ INC,250369183,168860424,419229607,81508758,2021-12
13,미국,US02079K3059,ALPHABET INC CL A,247373990,208792547,456166537,38581444,2021-12
14,미국,US46090E1038,INVESCO QQQ TRUST SRS 1 ETF,233465235,175019844,408485079,58445390,2021-12
15,미국,US83406F1021,SOFI TECHNOLOGIES INC,218597939,150933761,369531700,67664178,2021-12
16,미국,US74347G8612,PROSHARES ULTRAPRO SHORT QQQ ETF,215177098,219815107,434992205,-4638009,2021-12
17,미국,US30303M1027,META PLATFORMS INC CL A,212638498,241338980,453977478,-28700482,2021-12
18,미국,US76954A1034,RIVIAN AUTOMOTIVE INC,204611042,190984221,395595263,13626821,2021-12
19,미국,US74347R2067,PROSHARES ULTRA QQQ ETF,183237273,106102937,289340210,77134336,2021-12
20,미국,US60770K1079,MODERNA INC,182059673,186424185,368483858,-4364512,2021-12
21,미국,US0079031078,ADVANCED MICRO DEVICES INC,174622516,137322410,311944926,37300106,2021-12
22,미국,USN070592100,ASML HOLDING NV ADR,164875268,140840518,305715786,24034750,2021-12
23,미국,US0231351067,AMAZON.COM INC,159198648,217612407,376811055,-58413759,2021-12
24,미국,US78462F1030,SPDR SP 500 ETF TRUST,156754445,111438751,268193196,45315694,2021-12
25,미국,US74347Y8396,PROSHARES ULTRA VIX SHORT TERM FUTURES ETF,150651766,156353162,307004928,-5701395,2021-12
26,홍콩,HK2828013055,HANG SENG CHINA ENTERPRISES INDEX ETF (HKD),143145198,82646,143227844,143062552,2021-12
27,미국,US91332U1016,UNITY SOFTWARE INC,138354857,105020777,243375634,33334080,2021-12
28,미국,US01609W1027,ALIBABA GROUP HOLDING LTD ADR,136821188,100579889,237401077,36241299,2021-12
29,미국,US25490K3234,DIREXION DAILY SP BIOTECH BULL 3X SHS ETF,135252931,107826460,243079391,27426472,2021-12
30,미국,US7170811035,PFIZER INC,127028462,122286384,249314846,4742078,2021-12
31,미국,US00165C1045,AMC ENTERTAINMENT HOLDINGS INC,123013118,115041097,238054215,7972021,2021-12
32,홍콩,HK0000562659,GLOBAL X CHINA ELECTRIC VEHICLE AND BATTERY ETF (HKD),121537692,106510969,228048661,15026723,2021-12
33,미국,US6541101050,NIKOLA CORP EXOF 007323093 US92243N2027,118807313,81176310,199983623,37631003,2021-12
34,미국,US00724F1012,ADOBE INC,118270614,50997756,169268370,67272857,2021-12
35,미국,US9229083632,VANGUARD SP 500 ETF SPLR 39326002188 US9229084135,98495433,36905407,135400839,61590026,2021-12
36,미국,US0970231058,BOEING CO,95840383,116036452,211876834,-20196069,2021-12
37,미국,US69608A1088,PALANTIR TECHNOLOGIES INC CL A,94543479,103408049,197951528,-8864570,2021-12
38,미국,US2546871060,WALT DISNEY CO,90962367,119344307,210306674,-28381940,2021-12
39,미국,US70450Y1038,PAYPAL HOLDINGS INC,90147014,123117283,213264297,-32970269,2021-12
40,미국,US19260Q1076,COINBASE GLOBAL INC,79873466,71521073,151394540,8352393,2021-12
41,미국,US25460E5050,DIREXION DAILY CSI CHINA INTERNET INDEX BULL 2X SHS ETF,75958014,61248754,137206768,14709261,2021-12
42,미국,US0090661010,AIRBNB INC CL A,75908437,78287501,154195938,-2379063,2021-12
43,미국,PA1436583006,CARNIVAL CORP,75255113,88298245,163553358,-13043132,2021-12
44,미국,US37954Y8553,GLOBAL X LITHIUM N BATTERY TECH ETF,71561112,78746338,150307450,-7185226,2021-12
45,미국,US25459W1027,DIREXION DAILY TECHNOLOGY BULL 3X SHS ETF,71028430,69698878,140727307,1329552,2021-12
46,미국,US74347X8645,PROSHARES ULTRAPRO SP 500 ETF,70137917,59402119,129540036,10735798,2021-12
47,미국,US06367V1052,BMO MICROSECTORS US BIG OIL INDEX 3X LEVERAGED ETN,68253914,59820733,128074647,8433181,2021-12
48,미국,US25460G6908,DIREXION DAILY SEMICONDUCTORS BEAR 3X SHS ETF SPLR 007451727 US25460E1828,66329321,71991333,138320654,-5662013,2021-12
49,미국,US25460E3642,DIREXION DAILY DOW JONES INTERNET BULL 3X SHS ETF,66150760,15584921,81735682,50565839,2021-12
50,미국,US72919P2020,PLUG POWER INC,65158826,76146027,141304853,-10987201,2021-12
1,미국,US88160R1014,TESLA INC,2243431718,1816808298,4060240016,426623420,2022-01
2,미국,US74347X8314,PROSHARES ULTRAPRO QQQ ETF,1448675236,833013749,2281688986,615661487,2022-01
3,미국,US25459W4583,DIREXION DAILY SEMICONDUCTORS BULL 3X SHS ETF,1076143862,737360060,1813503922,338783802,2022-01
4,미국,US67066G1040,NVIDIA CORP,769254178,531196821,1300450999,238057358,2022-01
5,미국,US0378331005,APPLE INC,759809443,562368610,1322178053,197440834,2022-01
6,미국,US5949181045,MICROSOFT CORP,561953406,324523830,886477235,237429576,2022-01
7,미국,US5494981039,LUCID GROUP INC,328054263,427715035,755769298,-99660773,2022-01
8,미국,US74347G4322,PROSHARES ULTRAPRO SHORT QQQ ETF,290689344,267528808,558218151,23160536,2022-01
9,미국,US0636796171,BMO MICROSECTORS FANG INNOVATION 3X LEVERAGED ETN,287837102,165009808,452846910,122827293,2022-01
10,미국,US78462F1030,SPDR SP 500 ETF TRUST,269723617,103673433,373397050,166050183,2022-01
11,미국,US0636798722,BMO MICROSECTORS FANG+ INDEX 3X LEVERAGED ETN,239374360,177038107,416412467,62336253,2022-01
12,미국,US02079K3059,ALPHABET INC CL A,237561517,203619124,441180641,33942393,2022-01
13,미국,US46090E1038,INVESCO QQQ TRUST SRS 1 ETF,216050372,171680245,387730617,44370127,2022-01
14,미국,US74347R2067,PROSHARES ULTRA QQQ ETF,187180141,114440067,301620208,72740074,2022-01
15,미국,US0231351067,AMAZON.COM INC,182084345,197084024,379168369,-14999678,2022-01
16,미국,US7710491033,ROBLOX CORP CL A,163074175,108846516,271920691,54227659,2022-01
17,미국,US6700024010,NOVAVAX INC SPLR 006427946 US6700021040,154192244,122454534,276646778,31737709,2022-01
18,미국,US76954A1034,RIVIAN AUTOMOTIVE INC,147072373,111448009,258520381,35624364,2022-01
19,미국,US25490K3234,DIREXION DAILY SP BIOTECH BULL 3X SHS ETF,138923194,85601203,224524397,53321991,2022-01
20,미국,US0079031078,ADVANCED MICRO DEVICES INC,136208897,109362245,245571141,26846652,2022-01
21,미국,US83406F1021,SOFI TECHNOLOGIES INC,132608442,123716138,256324580,8892303,2022-01
22,미국,US4642872000,ISHARES CORE SP 500 ETF,126140376,33162468,159302844,92977908,2022-01
23,미국,US30303M1027,META PLATFORMS INC CL A,118345702,133874392,252220094,-15528689,2022-01
24,미국,US46222L1089,IONQ INC,115975141,72497340,188472481,43477801,2022-01
25,미국,US9229083632,VANGUARD SP 500 ETF SPLR 39326002188 US9229084135,113665953,54997028,168662980,58668925,2022-01
26,미국,USN070592100,ASML HOLDING NV ADR,113345836,95514270,208860106,17831567,2022-01
27,미국,US6541101050,NIKOLA CORP EXOF 007323093 US92243N2027,113289187,88928701,202217888,24360486,2022-01
28,미국,US25459W1027,DIREXION DAILY TECHNOLOGY BULL 3X SHS ETF,106729732,29131844,135861577,77597888,2022-01
29,미국,US74347Y8396,PROSHARES ULTRA VIX SHORT TERM FUTURES ETF,98330034,109425947,207755981,-11095913,2022-01
30,홍콩,HK2828013055,HANG SENG CHINA ENTERPRISES INDEX ETF (HKD),79281750,27152180,106433930,52129570,2022-01
31,미국,US74347G8612,PROSHARES ULTRAPRO SHORT QQQ ETF,76350033,81272959,157622991,-4922926,2022-01
32,미국,US64110L1061,NETFLIX INC,76041422,42437576,118478998,33603847,2022-01
33,미국,US91332U1016,UNITY SOFTWARE INC,74926372,56448919,131375291,18477453,2022-01
34,미국,US8740391003,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD ADR,74706858,115024571,189731428,-40317713,2022-01
35,미국,US4642875235,ISHARES SEMICONDUCTOR ETF,67503946,46137458,113641404,21366487,2022-01
36,미국,US4642882579,ISHARES MSCI ACWI ETF,67126838,29946750,97073588,37180088,2022-01
37,미국,US25460G6908,DIREXION DAILY SEMICONDUCTORS BEAR 3X SHS ETF SPLR 007451727 US25460E1828,66573756,69098523,135672280,-2524767,2022-01
38,미국,US25460E5050,DIREXION DAILY CSI CHINA INTERNET INDEX BULL 2X SHS ETF,66126703,58536242,124662945,7590462,2022-01
39,미국,US4581401001,INTEL CORP,64116253,38785639,102901892,25330614,2022-01
40,미국,US00165C1045,AMC ENTERTAINMENT HOLDINGS INC,61211116,54565817,115776933,6645299,2022-01
41,미국,US74347X8645,PROSHARES ULTRAPRO SP 500 ETF,61005095,49430934,110436029,11574161,2022-01
42,미국,US3453708600,FORD MOTOR CO,57724880,57337721,115062601,387160,2022-01
43,미국,US01609W1027,ALIBABA GROUP HOLDING LTD ADR,57692898,117009814,174702712,-59316917,2022-01
44,미국,US00724F1012,ADOBE INC,56792726,45187324,101980049,11605402,2022-01
45,미국,US06367V1052,BMO MICROSECTORS US BIG OIL INDEX 3X LEVERAGED ETN,50572224,83268137,133840361,-32695912,2022-01
46,미국,US8552441094,STARBUCKS CORP,50367345,30247434,80614780,20119911,2022-01
47,미국,US69608A1088,PALANTIR TECHNOLOGIES INC CL A,50173089,42528601,92701690,7644488,2022-01
48,미국,US0970231058,BOEING CO,49832467,70585626,120418093,-20753160,2022-01
49,미국,US22266T1097,COUPANG INC,47782351,42353185,90135536,5429167,2022-01
50,미국,US37954Y4834,GLOBAL X NASDAQ 100 COVERED CALL ETF,47512334,22111576,69623910,25400758,2022-01
1,미국,US88160R1014,TESLA INC,2054449115,1376077066,3430526181,678372049,2022-02
2,미국,US74347X8314,PROSHARES ULTRAPRO QQQ ETF,1342971381,925346352,2268317733,417625028,2022-02
3,미국,US25459W4583,DIREXION DAILY SEMICONDUCTORS BULL 3X SHS ETF,1005462157,825855723,1831317880,179606434,2022-02
4,미국,US74347G4322,PROSHARES ULTRAPRO SHORT QQQ ETF,699986673,704841849,1404828523,-4855176,2022-02
5,미국,US67066G1040,NVIDIA CORP,687849169,466129708,1153978876,221719461,2022-02
6,미국,US02079K3059,ALPHABET INC CL A,461696784,241715269,703412053,219981516,2022-02
7,미국,US0378331005,APPLE INC,397408927,333628846,731037774,63780081,2022-02
8,미국,US30303M1027,META PLATFORMS INC CL A,367057361,256937936,623995296,110119425,2022-02
9,미국,US5949181045,MICROSOFT CORP,309918991,171645397,481564387,138273594,2022-02
10,미국,US5494981039,LUCID GROUP INC,272486176,171873759,444359935,100612418,2022-02
11,미국,US7710491033,ROBLOX CORP CL A,206454578,124255523,330710101,82199055,2022-02
12,미국,US25460G6908,DIREXION DAILY SEMICONDUCTORS BEAR 3X SHS ETF SPLR 007451727 US25460E1828,193616039,187472708,381088748,6143331,2022-02
13,미국,US46090E1038,INVESCO QQQ TRUST SRS 1 ETF,176815708,92607993,269423700,84207715,2022-02
14,미국,US0079031078,ADVANCED MICRO DEVICES INC,176758512,125491987,302250499,51266525,2022-02
15,미국,US0636798722,BMO MICROSECTORS FANG+ INDEX 3X LEVERAGED ETN,174860008,138657959,313517967,36202050,2022-02
16,미국,US74347Y8396,PROSHARES ULTRA VIX SHORT TERM FUTURES ETF,149054441,147786064,296840505,1268376,2022-02
17,미국,US0636796171,BMO MICROSECTORS FANG INNOVATION 3X LEVERAGED ETN,142358530,101238881,243597411,41119649,2022-02
18,미국,US78462F1030,SPDR SP 500 ETF TRUST,138847192,61013457,199860649,77833735,2022-02
19,미국,US0231351067,AMAZON.COM INC,112364705,152949009,265313714,-40584304,2022-02
20,미국,US76954A1034,RIVIAN AUTOMOTIVE INC,110251104,83154775,193405879,27096330,2022-02
21,미국,US46222L1089,IONQ INC,108603347,94118283,202721630,14485064,2022-02
22,미국,US74347R2067,PROSHARES ULTRA QQQ ETF,102354682,57625260,159979943,44729422,2022-02
23,미국,US70450Y1038,PAYPAL HOLDINGS INC,92780938,74293305,167074243,18487633,2022-02
24,미국,US25490K3234,DIREXION DAILY SP BIOTECH BULL 3X SHS ETF,90329909,76914501,167244410,13415408,2022-02
25,미국,US6700024010,NOVAVAX INC SPLR 006427946 US6700021040,86599546,77386543,163986089,9213003,2022-02
26,미국,US02079K1079,ALPHABET INC CL C CHAN 39527405649 US38259P7069,82444745,46492822,128937567,35951924,2022-02
27,미국,US83406F1021,SOFI TECHNOLOGIES INC,75076851,63051698,138128550,12025153,2022-02
28,미국,US64110L1061,NETFLIX INC,73345810,54625234,127971043,18720576,2022-02
29,미국,US25459W1027,DIREXION DAILY TECHNOLOGY BULL 3X SHS ETF,66594643,33163102,99757745,33431542,2022-02
30,미국,USN070592100,ASML HOLDING NV ADR,65853465,48819943,114673409,17033522,2022-02
31,미국,US74347Y8214,PROSHARES ULTRASHORT BLOOMBERG NATURAL GAS ETF SPLR 008834687 US74347W3878,62980969,62117989,125098957,862980,2022-02
32,미국,US4581401001,INTEL CORP,59666660,38756663,98423323,20909998,2022-02
33,미국,US4642875235,ISHARES SEMICONDUCTOR ETF,57858190,35203532,93061722,22654658,2022-02
34,미국,US91332U1016,UNITY SOFTWARE INC,57712627,43654625,101367252,14058003,2022-02
35,미국,US92189H3003,VANECK JP MORGAN EM LOCAL CURRENCY BOND ETF,57300397,775456,58075854,56524941,2022-02
36,미국,US00165C1045,AMC ENTERTAINMENT HOLDINGS INC,54479764,51274911,105754675,3204854,2022-02
37,미국,US9229083632,VANGUARD SP 500 ETF SPLR 39326002188 US9229084135,53311632,35792534,89104166,17519098,2022-02
38,미국,US69608A1088,PALANTIR TECHNOLOGIES INC CL A,52211624,32569156,84780780,19642468,2022-02
39,미국,US6541101050,NIKOLA CORP EXOF 007323093 US92243N2027,47043168,40939176,87982344,6103992,2022-02
40,미국,US5657881067,MARATHON DIGITAL HOLDINGS INC,46070326,39393233,85463559,6677093,2022-02
41,미국,US06367V1052,BMO MICROSECTORS US BIG OIL INDEX 3X LEVERAGED ETN,46058710,51831677,97890387,-5772967,2022-02
42,미국,US0090661010,AIRBNB INC CL A,45123149,56887260,102010409,-11764111,2022-02
43,미국,US74347R1077,PROSHARES ULTRA SP 500 ETF,44660064,24636756,69296820,20023309,2022-02
44,미국,US7561091049,REALTY INCOME CORP,43132473,21959103,65091575,21173370,2022-02
45,일본,JP3368000000,RESONAC HLD CORP ORD,42982747,2130,42984877,42980616,2022-02
46,미국,US74347X8645,PROSHARES ULTRAPRO SP 500 ETF,41020355,32053804,73074158,8966551,2022-02
47,미국,US74347Y8701,PROSHARES ULTRA BLOOMBERG NATURAL GAS ETF SPLR 007184947 US74347Y7067,40588067,41259133,81847201,-671066,2022-02
48,미국,US8552441094,STARBUCKS CORP,40502888,21637456,62140344,18865432,2022-02
49,미국,US7475251036,QUALCOMM INC,37951214,32032962,69984175,5918252,2022-02
50,홍콩,HK0000562659,GLOBAL X CHINA ELECTRIC VEHICLE AND BATTERY ETF (HKD),37741334,40721422,78462757,-2980088,2022-02
1,미국,US88160R1014,TESLA INC,1999407095,2101680953,4101088048,-102273859,2022-03
2,미국,US74347X8314,PROSHARES ULTRAPRO QQQ ETF,1394446383,1288045476,2682491859,106400906,2022-03
3,미국,US25459W4583,DIREXION DAILY SEMICONDUCTORS BULL 3X SHS ETF,998229424,955463556,1953692980,42765868,2022-03
4,미국,US74347G4322,PROSHARES ULTRAPRO SHORT QQQ ETF,780549063,702759940,1483309003,77789122,2022-03
5,미국,US0378331005,APPLE INC,640738280,380071187,1020809467,260667092,2022-03
6,미국,US67066G1040,NVIDIA CORP,521868249,535953380,1057821629,-14085131,2022-03
7,미국,US02079K3059,ALPHABET INC CL A,309300512,192109778,501410290,117190733,2022-03
8,미국,US5949181045,MICROSOFT CORP,239536961,194395792,433932753,45141169,2022-03
9,미국,US25460G6908,DIREXION DAILY SEMICONDUCTORS BEAR 3X SHS ETF SPLR 007451727 US25460E1828,223116121,205713423,428829544,17402698,2022-03
10,미국,US25460E5050,DIREXION DAILY CSI CHINA INTERNET INDEX BULL 2X SHS ETF,221766905,175747392,397514297,46019513,2022-03
11,미국,US5494981039,LUCID GROUP INC,218070676,189000396,407071072,29070281,2022-03
12,미국,US46090E1038,INVESCO QQQ TRUST SRS 1 ETF,209410515,114775956,324186471,94634559,2022-03
13,미국,US76954A1034,RIVIAN AUTOMOTIVE INC,205132997,160849758,365982755,44283240,2022-03
14,미국,US62526P1093,MULLEN AUTOMOTIVE INC,184616578,176878218,361494796,7738360,2022-03
15,홍콩,HK2828013055,HANG SENG CHINA ENTERPRISES INDEX ETF (HKD),176948042,15838464,192786506,161109577,2022-03
16,미국,US0079031078,ADVANCED MICRO DEVICES INC,168575527,143365497,311941025,25210030,2022-03
17,미국,US0636796171,BMO MICROSECTORS FANG INNOVATION 3X LEVERAGED ETN,164509474,152917098,317426572,11592376,2022-03
18,미국,US0231351067,AMAZON.COM INC,161895487,132730354,294625841,29165133,2022-03
19,미국,US78462F1030,SPDR SP 500 ETF TRUST,137768557,103258315,241026871,34510242,2022-03
20,미국,US7710491033,ROBLOX CORP CL A,136671275,111733601,248404876,24937674,2022-03
21,미국,US74347Y8396,PROSHARES ULTRA VIX SHORT TERM FUTURES ETF,128744896,119359824,248104720,9385072,2022-03
22,미국,US0636798722,BMO MICROSECTORS FANG+ INDEX 3X LEVERAGED ETN,125463543,134321090,259784632,-8857547,2022-03
23,미국,US6745991058,OCCIDENTAL PETROLEUM CORP,117973120,107596274,225569394,10376847,2022-03
24,미국,US30303M1027,META PLATFORMS INC CL A,112752725,104116394,216869118,8636331,2022-03
25,미국,US01609W1027,ALIBABA GROUP HOLDING LTD ADR,103040598,84397415,187438014,18643183,2022-03
26,미국,US74347R2067,PROSHARES ULTRA QQQ ETF,100005800,72732284,172738085,27273516,2022-03
27,미국,US74347Y8628,PROSHARES ULTRASHORT BLOOMBERG CRUDE OIL ETF,95139902,75090610,170230512,20049292,2022-03
28,미국,US4642886794,ISHARES SHORT TREASURY BOND ETF,94170630,92711875,186882505,1458755,2022-03
29,미국,MHY3894J1047,IMPERIAL PETROLEUM INC,92402257,90056177,182458433,2346080,2022-03
30,미국,US22266T1097,COUPANG INC,92137714,63949403,156087117,28188311,2022-03
31,미국,US29414B1044,EPAM SYSTEMS INC,86711403,60750616,147462019,25960787,2022-03
32,미국,US46222L1089,IONQ INC,86616351,76407232,163023583,10209118,2022-03
33,미국,US9229083632,VANGUARD SP 500 ETF SPLR 39326002188 US9229084135,82234250,61158019,143392269,21076231,2022-03
34,미국,US83406F1021,SOFI TECHNOLOGIES INC,81996186,80168155,162164341,1828030,2022-03
35,미국,US44862P1093,HYCROFT MINING HOLDING CORP CL A,78947696,73014168,151961864,5933528,2022-03
36,미국,US91680M1071,UPSTART HOLDINGS INC,76437438,61562679,138000117,14874759,2022-03
37,미국,US13200M5085,CAMBER ENERGY INC SPLR 006836349 US13200M4096,73138496,70890086,144028582,2248410,2022-03
38,미국,US0090661010,AIRBNB INC CL A,71341830,54519571,125861402,16822259,2022-03
39,미국,US2473617023,DELTA AIRLINES INC,69427931,34809526,104237457,34618405,2022-03
40,미국,US36467W1099,GAMESTOP CORP,69207500,73664326,142871826,-4456827,2022-03
41,미국,US91332U1016,UNITY SOFTWARE INC,69037845,38949215,107987060,30088630,2022-03
42,미국,USN070592100,ASML HOLDING NV ADR,65990753,61485852,127476605,4504901,2022-03
43,미국,US4642875235,ISHARES SEMICONDUCTOR ETF,63400400,34328476,97728876,29071923,2022-03
44,미국,US6541101050,NIKOLA CORP EXOF 007323093 US92243N2027,62091676,74360340,136452016,-12268664,2022-03
45,미국,PA1436583006,CARNIVAL CORP,62017506,38161863,100179369,23855643,2022-03
46,미국,US25490K3234,DIREXION DAILY SP BIOTECH BULL 3X SHS ETF,60468091,59375262,119843353,1092829,2022-03
47,미국,US8740391003,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD ADR,59531836,42396101,101927937,17135735,2022-03
48,미국,US0970231058,BOEING CO,59117762,46053908,105171670,13063854,2022-03
49,미국,US6541061031,NIKE INC CL B,58262205,23579449,81841654,34682756,2022-03
50,미국,US5657881067,MARATHON DIGITAL HOLDINGS INC,58113316,36613262,94726578,21500054,2022-03
1,미국,US88160R1014,TESLA INC,1618553870,1533276294,3151830164,85277576,2022-04
2,미국,US25459W4583,DIREXION DAILY SEMICONDUCTORS BULL 3X SHS ETF,1232416807,590532455,1822949262,641884353,2022-04
3,미국,US74347X8314,PROSHARES ULTRAPRO QQQ ETF,1038852084,645627176,1684479260,393224908,2022-04
4,미국,US67066G1040,NVIDIA CORP,731084302,375637895,1106722197,355446407,2022-04
5,미국,US74347G4322,PROSHARES ULTRAPRO SHORT QQQ ETF,455448112,495929946,951378058,-40481834,2022-04
6,미국,US02079K3059,ALPHABET INC CL A,381138692,205334818,586473510,175803874,2022-04
7,미국,US0378331005,APPLE INC,297701588,297076750,594778338,624838,2022-04
8,미국,US4642886794,ISHARES SHORT TREASURY BOND ETF,208018832,203967467,411986299,4051365,2022-04
9,미국,US25460G3368,DIREXION DAILY SEMICONDUCTOR BEAR 3X ETF,194582760,198014833,392597592,-3432073,2022-04
10,미국,US5949181045,MICROSOFT CORP,186934428,151604243,338538671,35330185,2022-04
11,미국,US0079031078,ADVANCED MICRO DEVICES INC,161512282,105155621,266667903,56356662,2022-04
12,미국,US64110L1061,NETFLIX INC,160198835,94876623,255075458,65322212,2022-04
13,미국,US46222L1089,IONQ INC,158355291,47971355,206326646,110383937,2022-04
14,미국,US76954A1034,RIVIAN AUTOMOTIVE INC,148878401,107038028,255916430,41840373,2022-04
15,미국,US0636796171,BMO MICROSECTORS FANG INNOVATION 3X LEVERAGED ETN,137614541,94163452,231777993,43451089,2022-04
16,미국,US46090E1038,INVESCO QQQ TRUST SRS 1 ETF,129393487,100317628,229711116,29075859,2022-04
17,미국,US5494981039,LUCID GROUP INC,124996251,86323696,211319947,38672554,2022-04
18,미국,US25460E5050,DIREXION DAILY CSI CHINA INTERNET INDEX BULL 2X SHS ETF,116536066,115683092,232219158,852975,2022-04
19,미국,US0636798722,BMO MICROSECTORS FANG+ INDEX 3X LEVERAGED ETN,112898628,65992431,178891060,46906197,2022-04
20,미국,US0231351067,AMAZON.COM INC,108590873,99135636,207726508,9455237,2022-04
21,미국,US90184L1026,TWITTER INC,107096640,87529389,194626029,19567250,2022-04
22,미국,US74347Y8396,PROSHARES ULTRA VIX SHORT TERM FUTURES ETF,99941457,100920109,200861566,-978653,2022-04
23,미국,US78462F1030,SPDR SP 500 ETF TRUST,89369535,70723469,160093004,18646066,2022-04
24,미국,US7710491033,ROBLOX CORP CL A,84120450,64573735,148694185,19546715,2022-04
25,미국,US62526P1093,MULLEN AUTOMOTIVE INC,76377007,76810030,153187037,-433023,2022-04
26,미국,US4642875235,ISHARES SEMICONDUCTOR ETF,75620498,48118682,123739180,27501817,2022-04
27,미국,US92536C1036,VERU INC CHAN 39720914362 US3144621022,73789495,73229594,147019088,559901,2022-04
28,미국,US00165C1045,AMC ENTERTAINMENT HOLDINGS INC,71687883,62438863,134126746,9249020,2022-04
29,미국,US74347R2067,PROSHARES ULTRA QQQ ETF,69456768,48632324,118089092,20824444,2022-04
30,미국,US74347Y8214,PROSHARES ULTRASHORT BLOOMBERG NATURAL GAS ETF SPLR 008834687 US74347W3878,64181855,53577037,117758892,10604818,2022-04
31,미국,US8552441094,STARBUCKS CORP,62682939,34352301,97035241,28330638,2022-04
32,미국,US30303M1027,META PLATFORMS INC CL A,61638400,78070880,139709280,-16432480,2022-04
33,미국,US36467W1099,GAMESTOP CORP,59830136,58279515,118109651,1550621,2022-04
34,미국,US25490K3234,DIREXION DAILY SP BIOTECH BULL 3X SHS ETF,58057450,44933380,102990830,13124070,2022-04
35,홍콩,HK0000562659,GLOBAL X CHINA ELECTRIC VEHICLE AND BATTERY ETF (HKD),54434582,50563311,104997893,3871272,2022-04
36,미국,US02079K1079,ALPHABET INC CL C CHAN 39527405649 US38259P7069,53463944,28194741,81658685,25269204,2022-04
37,미국,US9229083632,VANGUARD SP 500 ETF SPLR 39326002188 US9229084135,49831792,30829797,80661589,19001995,2022-04
